iter	Logloss
383	0.2372294671
384	0.236129912
385	0.2358664895
386	0.2352376616
387	0.2343585187
388	0.2333053372
389	0.2328770912
390	0.232244239
391	0.2316898393
392	0.2311654285
393	0.2302069664
394	0.2296273401
395	0.22846426
396	0.227747634
397	0.2267227548
398	0.2255977489
399	0.2250859813
400	0.2243042941
401	0.2234780405
402	0.2230252075
403	0.2223773308
404	0.2218245025
405	0.2213712051
406	0.2205762947
407	0.2198239614
408	0.2192652235
409	0.2184790866
410	0.2181765057
411	0.2169951631
412	0.2160148729
413	0.2157432227
414	0.215092418
415	0.2140419224
416	0.2137439658
417	0.2131460127
418	0.2120074593
419	0.2117805905
420	0.2114010152
421	0.2102291426
422	0.2097505399
423	0.2091552297
424	0.2077489963
425	0.20696291
426	0.2063610767
427	0.2058801349
428	0.205459884
429	0.2044277794
430	0.2039753354
431	0.2029751387
432	0.2025821526
433	0.2019675881
434	0.2010609183
435	0.2005381936
436	0.1997802127
437	0.1995020162
438	0.1988958092
439	0.1981242068
440	0.1975245195
441	0.1967528772
442	0.1957478094
443	0.1949890123
444	0.1940310006
445	0.1932878967
446	0.1924629957
447	0.1915754202
448	0.1909798318
449	0.1906751036
450	0.1898087234
451	0.1890224946
452	0.1882926306
453	0.1874998436
454	0.1870989241
455	0.1860137426
456	0.1855917279
457	0.1849045565
458	0.1842664023
459	0.183617663
460	0.1831474959
461	0.1822621571
462	0.1812704105
463	0.18074139
464	0.1799577176
465	0.179361421
466	0.1785961483
467	0.1778206572
468	0.177313045
469	0.1767026567
470	0.1759712221
471	0.1755312842
472	0.1743745275
473	0.174064205
474	0.1733715184
475	0.1726225484
476	0.1719558089
477	0.1711050615
478	0.1705080567
479	0.1695447909
480	0.1688563794
481	0.1681604599
482	0.1670937191
483	0.1666572326
484	0.1661151559
485	0.1653132169
486	0.1648899134
487	0.164162474
488	0.1632357519
489	0.1629023194
490	0.1620235959
491	0.1616434278
492	0.1610998594
493	0.1605805797
494	0.1598214127
495	0.1594451463
496	0.15882941
497	0.1582402712
498	0.157754037
499	0.1572211877
500	0.1566259984
501	0.1560746542
502	0.1553379595
503	0.1548200283
504	0.1541280142
505	0.153494158
506	0.1526889079
507	0.1522371521
508	0.1517488469
509	0.1511525647
510	0.1504176309
511	0.1499647461
512	0.1492124951
513	0.1485135943
514	0.1481380917
515	0.1474432533
516	0.1469250359
517	0.1464563675
518	0.1459450138
519	0.145050948
520	0.1445356613
521	0.1440194273
522	0.1437533088
523	0.1430508827
524	0.1425847524
525	0.1421424298
526	0.1415886627
527	0.1407058993
528	0.1401888071
529	0.1394152821
530	0.1389705396
531	0.1384142107
532	0.1381076959
533	0.1374059569
534	0.1366455319
535	0.1358503435
536	0.135135897
537	0.1344058914
538	0.1338247249
539	0.1331857536
540	0.1327581092
541	0.1323107017
542	0.1317710162
543	0.1311818916
544	0.1307912978
545	0.1303074396
546	0.1299040716
547	0.1295812657
548	0.1290268304
549	0.1286823972
550	0.1280345993
551	0.1274885732
552	0.1270683665
553	0.1266704293
554	0.1260464298
555	0.125333825
556	0.1249574197
557	0.124549621
558	0.1238664164
559	0.1234039005
560	0.1229984584
561	0.1222259293
562	0.1215974499
563	0.1210564612
564	0.1205691511
565	0.1200816832
566	0.1194944924
567	0.119188571
568	0.1189395117
569	0.1185386626
570	0.1181089325
571	0.1177251015
572	0.1174690683
573	0.1169376612
574	0.1163419385
575	0.1157618193
576	0.1153932508
577	0.1149928401
578	0.1144994333
579	0.1139306507
580	0.1135764077
581	0.1132863631
582	0.1129264817
583	0.1124309124
584	0.1120957852
585	0.1116715373
586	0.111453238
587	0.1110616306
588	0.1106855822
589	0.1103391565
590	0.1100253319
591	0.1096900541
592	0.1092904001
593	0.109063602
594	0.1087558336
595	0.1084236889
596	0.1081292237
597	0.1076811287
598	0.1071467477
599	0.107016133
600	0.1067071373
601	0.1062731892
602	0.1059884832
603	0.1054713816
604	0.1053726967
605	0.1050519957
606	0.104630811
607	0.1041895925
608	0.1038148411
609	0.1033708076
610	0.1031783408
611	0.1028253319
612	0.1023776761
613	0.1018922369
614	0.1016052444
615	0.1013126406
616	0.1008179067
617	0.1003531629
618	0.1000101271
619	0.09975283022
620	0.09927779073
621	0.09880650424
622	0.09825092377
623	0.0978676611
624	0.09755780556
625	0.09716564533
626	0.09700669993
627	0.09656177523
628	0.0962827247
629	0.09608489262
630	0.09580037755
631	0.09547469852
632	0.09532815718
633	0.09491432206
634	0.09455462526
635	0.09414155582
636	0.09372720737
637	0.09324787778
638	0.09307842314
639	0.09262690504
640	0.09236746121
641	0.09213067613
642	0.0917996335
643	0.09146341304
644	0.09101218559
645	0.09064958336
646	0.09036527497
647	0.09002835947
648	0.08963721149
649	0.08934282259
650	0.08904323949
651	0.08878590232
652	0.08845229307
653	0.0881073377
654	0.08780137945
655	0.08766207315
656	0.08727768329
657	0.08687575254
658	0.08656116582
659	0.08618208632
660	0.08602584804
661	0.0857631073
662	0.08543413739
663	0.08530527288
664	0.08504799291
665	0.08482555269
666	0.08460392122
667	0.08429122139
668	0.08399726444
669	0.08382557333
670	0.08344807597
671	0.08312824554
672	0.08301183533
673	0.08266896125
674	0.08234203438
675	0.08206341715
676	0.08175037977
677	0.08143625105
678	0.08111982326
679	0.08069399642
680	0.08038159058
681	0.08013018512
682	0.07988997075
683	0.07964472729
684	0.07941681099
685	0.07905831648
686	0.07890523019
687	0.07876725888
688	0.07846891859
689	0.07811670421
690	0.07785269404
691	0.07770411738
692	0.07734171949
693	0.07705287491
694	0.07680410172
695	0.07650084312
696	0.0762343999
697	0.0759981849
698	0.07571602955
699	0.07544218812
700	0.07518539507
701	0.07494640079
702	0.07471741677
703	0.0744078619
704	0.07426899895
705	0.07399465188
706	0.07370566725
707	0.073487795
708	0.0733330964
709	0.07311044003
710	0.07278632327
711	0.0725141432
712	0.07225515533
713	0.07198177235
714	0.07191316509
715	0.0717254242
716	0.07143144807
717	0.07120776446
718	0.07101351514
719	0.07086075257
720	0.07053089194
721	0.07022636728
722	0.06997626314
723	0.06977688179
724	0.06953867937
725	0.06935939902
726	0.06909738232
727	0.06879425953
728	0.06856799837
729	0.06830972819
730	0.06804543237
731	0.06795255624
732	0.06781079098
733	0.06755619776
734	0.06743141907
735	0.06727887582
736	0.0670368361
737	0.06675864808
738	0.06649819705
739	0.06623953394
740	0.0659712322
741	0.06581219972
742	0.06557275264
743	0.06536379592
744	0.06510636441
745	0.06491294231
746	0.06469468506
747	0.06447701097
748	0.06422789912
749	0.06401420537
750	0.06373825334
751	0.06359289133
752	0.06345456875
753	0.06323644895
754	0.06307728197
755	0.06281209256
756	0.06260023108
757	0.06241795441
758	0.0622637471
759	0.06200397909
760	0.06182367471
761	0.06157365822
762	0.06151873164
763	0.06136596052
764	0.06123912298
765	0.06103341177
766	0.06079254696
767	0.06060177249
768	0.06049799103
769	0.06033405485
770	0.06020867754
771	0.06006886109
772	0.05987380897
773	0.05976873751
774	0.05968281307
775	0.05951287605
776	0.05938415651
777	0.05916133298
778	0.05901414684
779	0.05885012513
780	0.05865305499
781	0.05854250074
782	0.05842471155
783	0.0582296259
784	0.05810978939
785	0.05799768824
786	0.05778972072
787	0.05765602956
788	0.05749223942
789	0.05738112068
790	0.05719963944
791	0.05707184814
792	0.05690814725
793	0.05672421599
794	0.05659007871
795	0.05646262248
796	0.05630418937
797	0.05614876744
798	0.0559940536
799	0.05582403552
800	0.05563125662
801	0.05550622624
802	0.05534876679
803	0.05523486714
804	0.05508331133
805	0.0549532536
806	0.05484099897
807	0.05470136595
808	0.05460174833
809	0.05450977694
810	0.05433615146
811	0.05418915173
812	0.0540643066
813	0.05386632012
814	0.05370681265
815	0.05353154777
816	0.05339670336
817	0.05325463492
818	0.05307480764
819	0.0529007371
820	0.05275019363
821	0.05256990874
822	0.05241025541
823	0.05220917303
824	0.05202068877
825	0.05187931494
826	0.05180666376
827	0.05161708623
828	0.0514663397
829	0.05137615856
830	0.05123128371
831	0.05106329828
832	0.05096425972
833	0.05082342331
834	0.05066717374
835	0.05052278624
836	0.05035718777
837	0.05024538406
838	0.05006548351
839	0.04992540268
840	0.04981756462
841	0.04966188533
842	0.04954206869
843	0.04944064566
844	0.04929349252
845	0.04914807107
846	0.04896896551
847	0.04879375405
848	0.04862622002
849	0.04845204414
850	0.04829656786
851	0.04815725525
852	0.04801966591
853	0.04790030463
854	0.04777112808
855	0.04767030384
856	0.04756669691
857	0.0474324227
858	0.04729791338
859	0.04712731751
860	0.04705630819
861	0.04688358823
862	0.04679804645
863	0.04668238903
864	0.0465959404
865	0.04648003364
866	0.04633541507
867	0.04623322129
868	0.0461584605
869	0.04606021463
870	0.04590182633
871	0.04576888751
872	0.04568854168
873	0.04556133756
874	0.04545683249
875	0.04538899741
876	0.04527872624
877	0.04513073944
878	0.04499739143
879	0.04490569853
880	0.04477820507
881	0.04469188893
882	0.04460199259
883	0.04449245928
884	0.04434115399
885	0.04422944811
886	0.04412884453
887	0.0440433093
888	0.04392659954
889	0.04384434699
890	0.04372736261
891	0.0435958041
892	0.04348464762
893	0.04337532407
894	0.04326799569
895	0.0431812951
896	0.04303666235
897	0.04295765403
898	0.04286695212
899	0.04283573835
900	0.04269939733
901	0.04256360752
902	0.04248929592
903	0.04240596129
904	0.04234572324
905	0.0422937484
906	0.04221196782
907	0.04215560695
908	0.04205412831
909	0.04192192563
910	0.041834582
911	0.04174517781
912	0.04166011495
913	0.04152580409
914	0.04141168725
915	0.04132505798
916	0.04119967554
917	0.04116409156
918	0.04108666422
919	0.04098305629
920	0.04093135938
921	0.04083223443
922	0.04073943411
923	0.04067691346
924	0.04061792177
925	0.04053408223
926	0.04043758479
927	0.04032887389
928	0.04027131429
929	0.04016666038
930	0.04007340315
931	0.03996100105
932	0.03984667138
933	0.03976945131
934	0.039688795
935	0.03959167515
936	0.03950054627
937	0.03940126928
938	0.03930328684
939	0.0391864561
940	0.03912223256
941	0.03901804892
942	0.03892321272
943	0.03882331018
944	0.03869725085
945	0.03859868507
946	0.03851646034
947	0.03845629244
948	0.03839130843
949	0.03826181357
950	0.03816622285
951	0.03814152233
952	0.03802016903
953	0.03796524034
954	0.03788433448
955	0.03783611843
956	0.03778563532
957	0.03774662255
958	0.03766366823
959	0.03756826294
960	0.03746306232
961	0.03740912305
962	0.03731170647
963	0.03727834852
964	0.03721901816
965	0.03717256223
966	0.03707448377
967	0.03699568363
968	0.03694734415
969	0.03688610108
970	0.03682083701
971	0.03671225547
972	0.03660686862
973	0.03652424636
974	0.03646749439
975	0.03637644506
976	0.03630642756
977	0.03622454136
978	0.03618144487
979	0.03614084116
980	0.03604211289
981	0.0359532094
982	0.03593063495
983	0.03587005903
984	0.03576690814
985	0.03568375982
986	0.03559132002
987	0.03551203344
988	0.03544073703
989	0.03537211184
990	0.03527998008
991	0.03519688064
992	0.03510845009
993	0.03502134472
994	0.03495684972
995	0.03488742229
996	0.03480226805
997	0.03471202817
998	0.03462278669
999	0.0345333151
