iter	RMSE
216	0.3561723648
217	0.3554224297
218	0.3535959055
219	0.3532993704
220	0.3522995454
221	0.3518864006
222	0.3509891435
223	0.350340306
224	0.349153032
225	0.3485295819
226	0.3473011905
227	0.3469200498
228	0.3462254946
229	0.3456434538
230	0.345308914
231	0.3441334969
232	0.343676503
233	0.3428002954
234	0.3418458455
235	0.3412712927
236	0.3406700693
237	0.3401198196
238	0.3395478032
239	0.3387782203
240	0.3378903036
241	0.336855268
242	0.336387304
243	0.3352485726
244	0.3339103473
245	0.3329284924
246	0.3324882823
247	0.3311679458
248	0.3303122466
249	0.3289970251
250	0.3276250007
251	0.3265248568
252	0.3251074893
253	0.3242060627
254	0.3234498791
255	0.3228971324
256	0.3216212719
257	0.3210069312
258	0.3205783636
259	0.3198692032
260	0.3194845721
261	0.3186843533
262	0.3178655141
263	0.3169430992
264	0.3159099545
265	0.3149529972
266	0.3137924878
267	0.3135377244
268	0.3127874098
269	0.3122872438
270	0.3114979189
271	0.31120317
272	0.3107547522
273	0.3092273658
274	0.3083793837
275	0.3081664207
276	0.3068152402
277	0.3065267413
278	0.3057167791
279	0.3043531462
280	0.3032105571
281	0.3027291316
282	0.3022815805
283	0.3013008828
284	0.3000767397
285	0.2991346392
286	0.2987337476
287	0.2975643911
288	0.2973334239
289	0.2959240865
290	0.2953700003
291	0.2938372111
292	0.293356737
293	0.2925586182
294	0.2912874419
295	0.2900312772
296	0.2887496883
297	0.2880452117
298	0.2868157686
299	0.2858103673
300	0.2842515235
301	0.2832842488
302	0.2821931573
303	0.2817713814
304	0.2811607929
305	0.2806929024
306	0.2803327795
307	0.2796400537
308	0.2789635894
309	0.2779533706
310	0.2771304544
311	0.2757635169
312	0.2755191284
313	0.2744689045
314	0.2738356057
315	0.272618499
316	0.2719712702
317	0.2714897955
318	0.2712333856
319	0.2703745343
320	0.2690708397
321	0.2679035931
322	0.2676929556
323	0.2668376616
324	0.2663647635
325	0.2655106794
326	0.2642398337
327	0.2636081375
328	0.2624791662
329	0.2616232417
330	0.2614007547
331	0.2600339149
332	0.2593828282
333	0.2591742885
334	0.2583098242
335	0.2576592834
336	0.2570189906
337	0.2562322645
338	0.2550677984
339	0.2548933024
340	0.2539871291
341	0.2531759458
342	0.2525671932
343	0.2521854291
344	0.2520067179
345	0.2508972761
346	0.2501633702
347	0.2491724078
348	0.2487411483
349	0.2473052492
350	0.2469372512
351	0.2462096749
352	0.245407444
353	0.2442257952
354	0.2439665355
355	0.2429482417
356	0.2421235491
357	0.241116467
358	0.2401007814
359	0.239392899
360	0.2389426785
361	0.238158205
362	0.2373723181
363	0.2368739583
364	0.2365395771
365	0.2361106088
366	0.2354609497
367	0.2346434827
368	0.2340491526
369	0.2333533592
370	0.2323695094
371	0.231506017
372	0.2306119464
373	0.2303134422
374	0.2291590885
375	0.2290000629
376	0.2281137392
377	0.2272530641
378	0.2265803903
379	0.2256696273
380	0.2249064482
381	0.2239248811
382	0.2230484728
383	0.2220786364
384	0.2219622569
385	0.2217097309
386	0.2209610062
387	0.2198954676
388	0.2191512439
389	0.2180861922
390	0.2175695418
391	0.2174244647
392	0.2164229522
393	0.2155489909
394	0.2147956437
395	0.2136617118
396	0.2127503912
397	0.2116638434
398	0.2108942751
399	0.2102039211
400	0.2093107206
401	0.2085693936
402	0.2077684911
403	0.207303859
404	0.2068442828
405	0.2060215101
406	0.2054481419
407	0.2049126304
408	0.2047764348
409	0.2046452871
410	0.2042738567
411	0.2035274626
412	0.2025341046
413	0.2023794606
414	0.2017409925
415	0.2013285693
416	0.2006159291
417	0.2001478262
418	0.1995452394
419	0.199410069
420	0.1987113959
421	0.1981024767
422	0.1974863479
423	0.1969535067
424	0.1967531654
425	0.1961238317
426	0.1953028623
427	0.1946532454
428	0.1935879509
429	0.1931750672
430	0.1924443318
431	0.1922286467
432	0.1918103357
433	0.1909934195
434	0.1904088518
435	0.1897800319
436	0.1893741937
437	0.1890102435
438	0.1885366374
439	0.1875192477
440	0.1869895918
441	0.1864206701
442	0.1861181475
443	0.1854198418
444	0.1848511885
445	0.1841989021
446	0.1837264732
447	0.1830713868
448	0.1828280067
449	0.1821361621
450	0.1811834639
451	0.1807356022
452	0.1802686075
453	0.1794896781
454	0.1787313636
455	0.1781935982
456	0.178045963
457	0.1779062637
458	0.1775570228
459	0.1770511532
460	0.1764710142
461	0.1760313692
462	0.1758637045
463	0.1757795286
464	0.1756813591
465	0.175223998
466	0.174736853
467	0.1741091513
468	0.1734072982
469	0.1729413226
470	0.1725456722
471	0.1720353228
472	0.1713484879
473	0.1710520657
474	0.1705939481
475	0.170134612
476	0.169546717
477	0.1688467403
478	0.1682045527
479	0.1681467743
480	0.1679871
481	0.167790041
482	0.167378157
483	0.167273284
484	0.1667953302
485	0.1662036749
486	0.1656045601
487	0.1654320876
488	0.1653271499
489	0.1645438867
490	0.1638599563
491	0.1634037497
492	0.1631150977
493	0.1630285421
494	0.1628192526
495	0.1622673179
496	0.1621874017
497	0.1616576925
498	0.1615835791
499	0.161050998
500	0.1605673326
501	0.1600703514
502	0.1596599463
503	0.1593151837
504	0.1591366864
505	0.158575623
506	0.1579794616
507	0.1575400625
508	0.1569817091
509	0.1565248388
510	0.1558481037
511	0.1555091822
512	0.1549940334
513	0.1545202324
514	0.1541759448
515	0.1537265995
516	0.1531416142
517	0.1528055516
518	0.1526636944
519	0.1524714249
520	0.1518609304
521	0.1515835343
522	0.1511183062
523	0.1508131185
524	0.1503680206
525	0.1500043021
526	0.1496676646
527	0.1494578949
528	0.1488468386
529	0.1485187782
530	0.1483675054
531	0.1476888381
532	0.1476183288
533	0.1472436183
534	0.1467826412
535	0.1461641605
536	0.1460707458
537	0.145308749
538	0.1446876889
539	0.1445428933
540	0.1442831973
541	0.1438700265
542	0.1434390859
543	0.1429400668
544	0.1428251131
545	0.1425159989
546	0.1421812536
547	0.1421141969
548	0.1419897305
549	0.1418569482
550	0.1412736151
551	0.1411963479
552	0.1407970659
553	0.1407495476
554	0.1404098105
555	0.1397682946
556	0.1394425482
557	0.1393883728
558	0.139301331
559	0.1389126084
560	0.1382955734
561	0.1378586853
562	0.1371837166
563	0.1370608842
564	0.1367785614
565	0.1362641282
566	0.1359554375
567	0.1352966381
568	0.1350243269
569	0.1347858026
570	0.134685911
571	0.1343607656
572	0.1340775205
573	0.1336494561
574	0.133232592
575	0.1327211501
576	0.1324328861
577	0.1321771324
578	0.131714044
579	0.1316193074
580	0.1312474012
581	0.1307078241
582	0.1302268261
583	0.1301868009
584	0.1299520562
585	0.1298497149
586	0.1293408928
587	0.1289304524
588	0.1283130727
589	0.1278746215
590	0.127367126
591	0.1273365991
592	0.1269597228
593	0.1265821303
594	0.1260539562
595	0.1256457069
596	0.1254512683
597	0.1248513003
598	0.1244680449
599	0.1241791732
600	0.1238276894
601	0.1237999058
602	0.1235111275
603	0.1233818224
604	0.1232628676
605	0.1232343165
606	0.1230601187
607	0.1227375148
608	0.1226750335
609	0.1223131111
610	0.1218584179
611	0.1215345962
612	0.1211384808
613	0.1208235635
614	0.1205045752
615	0.1200914231
616	0.1196300294
617	0.1191623659
618	0.1191347495
619	0.1186666792
620	0.1182114041
621	0.1177781963
622	0.1174246825
623	0.1170506433
624	0.1166414869
625	0.1163273357
626	0.1159350591
627	0.1154910378
628	0.1150598857
629	0.1147937594
630	0.1145122655
631	0.1143746338
632	0.1140233858
633	0.1138183728
634	0.113508401
635	0.1132350727
636	0.1127962045
637	0.1124918483
638	0.1119203741
639	0.1118755239
640	0.1117248611
641	0.1115374865
642	0.1114893107
643	0.1112278191
644	0.1109045412
645	0.1105265507
646	0.1104181943
647	0.1099719489
648	0.1095202179
649	0.1092524216
650	0.1091784821
651	0.1087007814
652	0.1082602295
653	0.1078795834
654	0.1074629749
655	0.1071630867
656	0.1071384085
657	0.1066731228
658	0.1066262379
659	0.1065251099
660	0.1061635343
661	0.1057801429
662	0.1055058528
663	0.1053587739
664	0.1050972084
665	0.1050747929
666	0.104800572
667	0.1044373272
668	0.1041222967
669	0.1040150624
670	0.1036838424
671	0.1036596618
672	0.1036220022
673	0.103589173
674	0.1035551856
675	0.103157059
676	0.1029518156
677	0.1028543551
678	0.1028318032
679	0.1028098148
680	0.1024894127
681	0.1021158181
682	0.1017025532
683	0.1015199054
684	0.1012980621
685	0.1011406779
686	0.1011196415
687	0.1006845371
688	0.1003643737
689	0.09999679104
690	0.09970927981
691	0.0993401546
692	0.09901155202
693	0.09886487523
694	0.09841365103
695	0.09834625814
696	0.09825825268
697	0.09795681621
698	0.09775854273
699	0.09749780716
700	0.09740897042
701	0.09708123542
702	0.0970616348
703	0.09660554692
704	0.0961951283
705	0.09614154094
706	0.09595662505
707	0.09566015408
708	0.09555346526
709	0.09526508763
710	0.09497580932
711	0.09480234972
712	0.09463378962
713	0.09459112217
714	0.09424031347
715	0.09394482266
716	0.0935986491
717	0.09357429139
718	0.09330155236
719	0.09328340405
720	0.09288892664
721	0.09285519066
722	0.0925419188
723	0.09242198711
724	0.09213339427
725	0.09186933808
726	0.09171187583
727	0.09132198277
728	0.09110223952
729	0.09079476956
730	0.09070336836
731	0.09053585537
732	0.09024878569
733	0.09002554505
734	0.08967575037
735	0.0894504524
736	0.08921803942
737	0.08904260622
738	0.08877822271
739	0.0886163898
740	0.0883712275
741	0.08805652332
742	0.08784986127
743	0.08754213893
744	0.08721644043
745	0.08708081903
746	0.08701598975
747	0.08699976395
748	0.0867403505
749	0.08672323459
750	0.08642826864
751	0.08621131853
752	0.08591745703
753	0.08569095452
754	0.0855409487
755	0.08540376391
756	0.08530847121
757	0.08488287816
758	0.08450630204
759	0.08418042791
760	0.08401626461
761	0.08400009784
762	0.08380683767
763	0.08348340822
764	0.08321932963
765	0.08307982966
766	0.08291691525
767	0.08265268887
768	0.08250622433
769	0.08232216902
770	0.08202437519
771	0.08178466638
772	0.08150772351
773	0.08118541835
774	0.08093503558
775	0.08081438228
776	0.08053717889
777	0.08044672778
778	0.08004915758
779	0.07970516787
780	0.07969019758
781	0.07952370298
782	0.07923435653
783	0.07898289702
784	0.07884280529
785	0.07868880035
786	0.07850914494
787	0.0782214642
788	0.07805831379
789	0.0780353859
790	0.0776738038
791	0.07753960051
792	0.07731422434
793	0.07699125859
794	0.07674688085
795	0.07650943982
796	0.07629297737
797	0.076032503
798	0.07588229859
799	0.07554777575
800	0.07524135645
801	0.07501551466
802	0.0747401927
803	0.07462144276
804	0.07447957367
805	0.07431433584
806	0.07409323408
807	0.07404593059
808	0.07399467079
809	0.0736675338
810	0.07354461575
811	0.07345834146
812	0.07315428095
813	0.07293945241
814	0.07289631567
815	0.07261867593
816	0.07242370539
817	0.07219244046
818	0.07194565696
819	0.07164526252
820	0.07133486166
821	0.0711784745
822	0.07099373681
823	0.07067937797
824	0.07051303121
825	0.07037022958
826	0.07029694864
827	0.07026976077
828	0.07001369565
829	0.06980666748
830	0.06963321873
831	0.06953353259
832	0.06951238816
833	0.06917320065
834	0.0690004247
835	0.06892324772
836	0.06862155975
837	0.06850874263
838	0.0683316449
839	0.06806183168
840	0.06788022639
841	0.06786179053
842	0.06773172436
843	0.06743960403
844	0.06719104983
845	0.06692501242
846	0.06680237949
847	0.06660427613
848	0.06641734852
849	0.06615917753
850	0.06610428638
851	0.06581868966
852	0.06552334135
853	0.0653469533
854	0.06507107895
855	0.0649311349
856	0.06489444845
857	0.06468434271
858	0.06442561141
859	0.06420710896
860	0.06409470182
861	0.06381350264
862	0.06372302688
863	0.06345270654
864	0.06324662996
865	0.06319601287
866	0.0631275926
867	0.06294064961
868	0.06289948798
869	0.06277198047
870	0.06259625484
871	0.06248774906
872	0.06223503719
873	0.06199165085
874	0.06175624199
875	0.0616665956
876	0.06150759539
877	0.0613539642
878	0.0611551402
879	0.06094262812
880	0.06070560882
881	0.06055538438
882	0.06041146509
883	0.06020112317
884	0.06002083787
885	0.05990802984
886	0.05965005241
887	0.05946783328
888	0.05926277706
889	0.05894137601
890	0.05879362267
891	0.05876975686
892	0.05860184318
893	0.05848100049
894	0.05822162814
895	0.05812385928
896	0.05798449085
897	0.05773956236
898	0.05751785126
899	0.05745017521
900	0.05725749708
901	0.05720414037
902	0.0571716643
903	0.05700572392
904	0.05698320652
905	0.05691281305
906	0.05669193828
907	0.05646111684
908	0.05619120735
909	0.0560585127
910	0.05581655992
911	0.05568360306
912	0.05558401036
913	0.05546652167
914	0.05526684296
915	0.05524822168
916	0.05498494139
917	0.05495622564
918	0.05492841614
919	0.05489046056
920	0.05484202286
921	0.05473413593
922	0.05471044792
923	0.05469282095
924	0.0545776485
925	0.05436335017
926	0.05413418258
927	0.053950869
928	0.05375578414
929	0.05365553425
930	0.05346795314
931	0.05325803513
932	0.05312058066
933	0.05291255313
934	0.0527866584
935	0.05250843644
936	0.05237127664
937	0.05217168844
938	0.05206342969
939	0.05194833328
940	0.05185513278
941	0.05166170114
942	0.05154075367
943	0.05140531262
944	0.05118296141
945	0.05107978949
946	0.05087365455
947	0.05085168974
948	0.05065896772
949	0.05057130614
950	0.05056212568
951	0.050376915
952	0.05015967723
953	0.04996298183
954	0.04974786896
955	0.04973140702
956	0.04967987461
957	0.04954502302
958	0.04941189279
959	0.04940220315
960	0.04919734723
961	0.04901518453
962	0.04886917785
963	0.0486978971
964	0.04850217034
965	0.04835569708
966	0.0481449896
967	0.04799839252
968	0.04787793152
969	0.04768121517
970	0.04752086111
971	0.04743541641
972	0.04730543936
973	0.04716484897
974	0.04693519949
975	0.04680810363
976	0.04658973211
977	0.04656769483
978	0.04644851077
979	0.04628656895
980	0.04607880753
981	0.04605438624
982	0.04601443513
983	0.04581038463
984	0.04569502371
985	0.04557682458
986	0.04544640246
987	0.04532273929
988	0.04529948061
989	0.04513892448
990	0.04506494049
991	0.04500467873
992	0.0448819235
993	0.04487323184
994	0.0447827208
995	0.04472675671
996	0.04465774293
997	0.04451494648
998	0.0443510059
999	0.04421266756
1000	0.04410700734
1001	0.04391238886
1002	0.04372602504
1003	0.04357398521
1004	0.04355576389
1005	0.0434009902
1006	0.04324854553
1007	0.04308889973
1008	0.04307440404
1009	0.04290162951
1010	0.0427703311
1011	0.04266485912
1012	0.04255838569
1013	0.04254856945
1014	0.04252513929
1015	0.04239083451
1016	0.04231352038
1017	0.04222174564
1018	0.0420533947
1019	0.04204036786
1020	0.04191716519
1021	0.04174859231
1022	0.04157063107
1023	0.04140567904
1024	0.04128523931
1025	0.04122805597
1026	0.04116642239
1027	0.04108749216
1028	0.04095213576
1029	0.04086670662
1030	0.04084318358
1031	0.04070956661
1032	0.04057800385
1033	0.0404837722
1034	0.04034626657
1035	0.04016619201
1036	0.04014526651
1037	0.04003638167
1038	0.03990817226
1039	0.03973468448
1040	0.0395476787
1041	0.03934722716
1042	0.03924219489
1043	0.03916852748
1044	0.03915102463
1045	0.03908850947
1046	0.03895820851
1047	0.03883576974
1048	0.03880335043
1049	0.03870087816
1050	0.03859395613
1051	0.03848542199
1052	0.03832939845
1053	0.03818199473
1054	0.03800590034
1055	0.03793237191
1056	0.03782794499
1057	0.03769615504
1058	0.03753491462
1059	0.03741448979
1060	0.03725813045
1061	0.03715485295
1062	0.03701641554
1063	0.03687977128
1064	0.03680402626
1065	0.03666464174
1066	0.03659089541
1067	0.03657597257
1068	0.03639207603
1069	0.03637596539
1070	0.03621022962
1071	0.03608206495
1072	0.03592440103
1073	0.03591230298
1074	0.03582014647
1075	0.0357547717
1076	0.03566371959
1077	0.03565711288
1078	0.0355115128
1079	0.0355047508
1080	0.03548867128
1081	0.03547170342
1082	0.03545913522
1083	0.03545342866
1084	0.03539792355
1085	0.03538443479
1086	0.03531030249
1087	0.03514265615
1088	0.03513009148
1089	0.03502516512
1090	0.03490977172
1091	0.03483403216
1092	0.03466346252
1093	0.03461011938
1094	0.0345535527
1095	0.03446917946
1096	0.03437025359
1097	0.03422661319
1098	0.03413867096
1099	0.03402326858
1100	0.03392529407
1101	0.03385127787
1102	0.03367808536
1103	0.03360643113
1104	0.03343547162
1105	0.03327945955
1106	0.03326894605
1107	0.03314279939
1108	0.0330123264
1109	0.03290354638
1110	0.03289258326
1111	0.03279483773
1112	0.03266642963
1113	0.03255687868
1114	0.03251296785
1115	0.03250502579
1116	0.03245737683
1117	0.03234531261
1118	0.03227821152
1119	0.03220640407
1120	0.03213732853
1121	0.03207429205
1122	0.03193228878
1123	0.0319097824
1124	0.0318451575
1125	0.03180217049
1126	0.03170326602
1127	0.03156440312
1128	0.03153245013
1129	0.03139739117
1130	0.03131498289
1131	0.03129714456
1132	0.03118120491
1133	0.03107885514
1134	0.03095353006
1135	0.0309022928
1136	0.0307886971
1137	0.03069039702
1138	0.03056723436
1139	0.0304882349
1140	0.03040645795
1141	0.03028467572
1142	0.0302074852
1143	0.03011166635
1144	0.03002633266
1145	0.02992408455
1146	0.02986402419
1147	0.02975992895
1148	0.02965012858
1149	0.02957684405
1150	0.02955913318
1151	0.0294510929
1152	0.0293523641
1153	0.02933445064
1154	0.02921336096
1155	0.02916716519
1156	0.02903882004
1157	0.02893667973
1158	0.02886403269
1159	0.02882268768
1160	0.02869626129
1161	0.02865363645
1162	0.02860353357
1163	0.02849446791
1164	0.02841144053
1165	0.02833601557
1166	0.02821661573
1167	0.0281522827
1168	0.02812580422
1169	0.02806519946
1170	0.02797363091
1171	0.027873413
1172	0.02779176546
1173	0.02768757048
1174	0.02767667665
1175	0.02761660617
1176	0.02750069046
1177	0.02742998154
1178	0.02732507901
1179	0.02723108558
1180	0.02715160502
1181	0.02701721189
1182	0.02695556729
1183	0.0268292
1184	0.02673299331
1185	0.0266557749
1186	0.02654697061
1187	0.02641654249
1188	0.02640622766
1189	0.02630566286
1190	0.02621566952
1191	0.02614641999
1192	0.02611994849
1193	0.02607015514
1194	0.02602077615
1195	0.02596722367
1196	0.02586935819
1197	0.02573658627
1198	0.02564605678
1199	0.02558497541
1200	0.02546068469
1201	0.02538960311
1202	0.02537883759
1203	0.02528010052
1204	0.02518715866
1205	0.02507461764
1206	0.0250386354
1207	0.02492211389
1208	0.02482230526
1209	0.02479384831
1210	0.02470643692
1211	0.02463557327
1212	0.02458788588
1213	0.02457830364
1214	0.02456489879
1215	0.02447671486
1216	0.0243527934
1217	0.02428829733
1218	0.02425495585
1219	0.02421766511
1220	0.02410318141
1221	0.0240118068
1222	0.02398009899
1223	0.02392142211
1224	0.02386375843
1225	0.02377023334
1226	0.02367877183
1227	0.02361699539
1228	0.02355772244
1229	0.02348722905
1230	0.02339329132
1231	0.02330461496
1232	0.02324993553
1233	0.02318943501
1234	0.02308604
1235	0.02303924052
1236	0.02301929625
1237	0.02296051358
1238	0.02286941651
1239	0.02280945075
1240	0.02271329523
1241	0.02264277042
1242	0.0225408391
1243	0.02253200371
1244	0.02243208433
1245	0.02239401968
1246	0.02232891739
1247	0.02230199203
1248	0.02227718698
1249	0.02225787971
1250	0.02224561881
1251	0.02224005106
1252	0.02210928697
1253	0.02204332777
1254	0.02195415281
1255	0.02189173515
1256	0.02178814988
1257	0.02170468201
1258	0.02165628488
1259	0.02159335617
1260	0.02151159656
1261	0.02146252352
1262	0.02139451636
1263	0.02138664062
1264	0.02137465979
1265	0.0213003617
1266	0.02129521872
1267	0.02119737705
1268	0.02111345813
1269	0.02110411554
1270	0.02102629605
1271	0.02098492012
1272	0.02097783897
1273	0.02091732655
1274	0.02085657309
1275	0.02078973024
1276	0.02074504443
1277	0.02065265486
1278	0.02063812402
1279	0.02062985793
1280	0.02058103358
1281	0.02049707941
1282	0.02042989483
1283	0.02039947533
1284	0.02037956181
1285	0.02036049951
1286	0.02035081076
1287	0.02031590898
1288	0.02024803238
1289	0.02020285161
1290	0.02013475377
1291	0.02012602753
1292	0.02004628733
1293	0.02003604865
1294	0.0200044944
1295	0.01994528768
1296	0.01989784404
1297	0.01984608949
1298	0.01983908595
1299	0.01977471329
1300	0.01967649129
1301	0.01960163751
1302	0.01952267413
1303	0.01946376832
1304	0.01939980246
1305	0.01934637818
1306	0.01925719209
1307	0.01925362641
1308	0.01920418638
1309	0.01913366713
1310	0.01912392901
1311	0.01905254793
1312	0.01899904252
1313	0.01894532981
1314	0.01890094378
1315	0.01882820045
1316	0.01875986968
1317	0.01871057389
1318	0.01864439163
1319	0.01863578423
1320	0.0185415506
1321	0.01853303001
1322	0.01847903505
1323	0.01846365598
1324	0.01842392245
1325	0.01836346694
1326	0.01835363919
1327	0.01829724762
1328	0.01822503585
1329	0.01817791842
1330	0.01813401954
1331	0.01808751953
1332	0.01807910799
1333	0.01807315161
1334	0.01797682514
1335	0.01795093158
1336	0.01793623939
1337	0.01786207729
1338	0.0177692585
1339	0.01770575414
1340	0.01767311239
1341	0.01760495291
1342	0.0175335155
1343	0.017478578
1344	0.01745903679
1345	0.0174056869
1346	0.01733505162
1347	0.01730456384
1348	0.01725889702
1349	0.01719407225
1350	0.01714420557
1351	0.0170911086
1352	0.01702791393
1353	0.016971128
1354	0.01693442637
1355	0.0168675874
1356	0.01680721267
1357	0.01677010942
1358	0.01676662711
1359	0.01670388194
1360	0.01668736418
1361	0.0166452475
1362	0.01660239984
1363	0.01658177447
1364	0.01653338065
1365	0.016509324
1366	0.0164401927
1367	0.01643436528
1368	0.01638283752
1369	0.01635641457
1370	0.01630291752
1371	0.01629651834
1372	0.01623561649
1373	0.01619821722
1374	0.01614206356
1375	0.01607881476
1376	0.01604530399
1377	0.01599044251
1378	0.01592760628
1379	0.0158689913
1380	0.01586235512
1381	0.01585318738
1382	0.01583992741
1383	0.01582901995
1384	0.01580442231
1385	0.0157560825
1386	0.01574400076
1387	0.01571574792
1388	0.01566181693
1389	0.01560559206
1390	0.01558732765
1391	0.0155371516
1392	0.01549924776
1393	0.01544202757
1394	0.01543692748
1395	0.01539434208
1396	0.01535157254
1397	0.01534782214
1398	0.0152820582
1399	0.01527270811
1400	0.01521005171
1401	0.01514271314
1402	0.0150916958
1403	0.01505734108
1404	0.01500729037
1405	0.01498093987
1406	0.01493865857
1407	0.01487656607
1408	0.01483181055
1409	0.0147869967
1410	0.01473561771
1411	0.01471857512
1412	0.01471333597
1413	0.01466548722
1414	0.01462354148
1415	0.01458823227
1416	0.01452191488
1417	0.01449919782
1418	0.01449342791
1419	0.01448640424
1420	0.01443254401
1421	0.01436829105
1422	0.01432447219
1423	0.01426759783
1424	0.01422192502
1425	0.01417586447
1426	0.01415867372
1427	0.01413423959
1428	0.0141289453
1429	0.01407917013
1430	0.01403790285
1431	0.01396975318
1432	0.01394923013
1433	0.01389175034
1434	0.01386226531
1435	0.01382019141
1436	0.01376461491
1437	0.01371835342
1438	0.01367300278
1439	0.01366820589
